Fund net assets,"Fossil fuel holdings, weight","Coal industry, weight","Oil / gas industry, weight","Fossil-fired utilities, weight",Fossil fuel finance fund score,"Fossil fuel finance holdings, weight",Fossil fuel insurance fund score,"Fossil fuel insurance holdings, weight","Clean200, weight"," Deforestation-risk producer, weight","Deforestation-risk financier, weight","Deforestation-risk consumer brand, weight",esg_score,grade
608995865,0.101,0.045,0.061,0.044,7.7,0.036,9.5,0.01,0.077,0.013,0.018,0.014,27.65,3
294190357,0.121,0.022,0.099,0.031,28.8,0.094,17.2,0.026,0.094,0.009,0.063,0.073,23.78,3
56108679,0.224,0,0.224,0,0,0,0,0,0.089,0,0,0,18.21,2
1050374971,0.041,0,0.041,0,0,0,0,0,0.046,0,0,0.029,18.76,2
1088257021,0.144,0,0.144,0,5.5,0.023,46.1,0.049,0,0,0,0.058,20.76,3
487785876,0.347,0.028,0.347,0,0,0,0,0,0,0,0,0,25.59,3
111934432,0.102,0,0.102,0.012,0,0,22.4,0.024,0.143,0.012,0,0,19.82,2
129442225,0,0,0,0,0,0,0,0,0.029,0,0,0,22.68,3
2359423430,0.017,0,0.017,0,0.4,0.014,0,0,0.172,0,0,0.092,20.5,3
458495638,0.061,0,0,0.061,0,0,61.1,0.061,0.141,0,0,0.099,21.82,3
437400066,0.109,0.004,0.058,0.055,0,0,0,0,0.022,0.008,0,0.066,23.25,3
269004318,0.051,0.002,0.034,0.02,10.8,0.019,17.5,0.019,0.124,0.005,0.022,0.045,23.38,3
292488681,0,0,0,0,0,0,0,0,0.059,0,0,0,15.01,2
7748564035,0.151,0.01,0.088,0.063,32.8,0.057,63.6,0.067,0.113,0.016,0.068,0.038,25.59,3
178899925,0.061,0.005,0.056,0,2.6,0.014,0,0,0.11,0,0.009,0.022,25.7,3
1579383158,0.095,0.005,0.079,0.032,27.8,0.05,0,0,0.265,0.005,0.062,0.09,22.52,3
304580644,0,0,0,0,0,0,0,0,0.121,0,0.012,0,24.25,3
206706745,0.174,0.012,0.13,0.068,16.9,0.029,8.4,0.013,0.165,0.021,0.045,0.141,20.59,3
837458910,0,0,0,0,0,0,0,0,0.158,0,0,0.116,19.94,2
174759608,0.127,0.02,0.101,0.021,38.8,0.067,16.3,0.02,0.106,0.023,0.079,0.039,25.27,3
92028939,0.134,0,0.134,0.05,44.5,0.088,21.1,0.039,0.178,0.011,0.088,0.145,21.28,3
209135502,0.127,0.012,0.082,0.066,45.4,0.085,26,0.038,0.179,0.023,0.085,0.098,19.91,2
215544581,0.134,0,0.134,0.05,44.5,0.088,20.6,0.038,0.176,0.011,0.088,0.145,21.25,3
5264550339,0.029,0.003,0.023,0.008,0,0,0,0,0.204,0.005,0,0.093,19.9,2
310007553,0.107,0.025,0.09,0.032,30.1,0.107,23.6,0.038,0.127,0.013,0.081,0.107,22.31,3
178482560,0.112,0.008,0.067,0.048,11.6,0.024,37.4,0.039,0.267,0.006,0.026,0.075,21.83,3
2081879619,0.07,0,0.059,0.023,8.9,0.021,0,0,0.221,0.011,0.039,0.122,22.56,3
763982754,0.085,0.009,0.066,0.038,0,0,5.8,0.007,0.032,0.007,0,0.027,23.9,3
1382298061,0.069,0.011,0.05,0.022,0,0,0,0,0.013,0,0,0.017,25.24,3
1125100471,0.548,0.076,0.472,0,0,0,0,0,0.122,0.048,0,0,33.98,4
367578828,0.125,0,0.092,0.055,0,0,0,0,0.089,0.024,0,0.041,25.52,3
211641595,0.072,0.007,0.053,0.019,0,0,0,0,0,0,0,0.006,28.71,3
1422988672,0.02,0,0.015,0.005,0,0,0,0,0.308,0,0,0.101,22.09,3
2277219475,0.087,0.006,0.057,0.044,14,0.024,25.2,0.026,0.242,0.002,0.025,0.116,22.05,3
8181377,0,0,0,0,0,0,0,0,0,0,0,0.01,29.26,3
221121973,0.06,0.007,0.037,0.023,0,0,0,0,0,0,0,0.007,29.04,3
61831641,0.124,0.014,0.077,0.047,0,0,0,0,0,0,0,0.005,28.74,3
984082530,0,0,0,0,0,0,0,0,0.032,0,0,0.01,25.75,3
882184999,0.063,0.013,0.042,0.018,0,0,0,0,0.001,0,0,0.004,28.1,3
432271805,0.043,0,0.028,0.031,10.2,0.024,0,0,0.28,0.01,0.039,0.095,20.82,3
340009538,0,0,0,0,0,0,0,0,0.189,0,0,0.048,21.6,3
999328886,0.036,0,0.036,0,0,0,0,0,0.254,0,0.027,0.142,20.69,3
1827660687,0.195,0,0.195,0.075,5.5,0.022,38.6,0.045,0.16,0,0.029,0.197,21.96,3
211355129,0.04,0.013,0.027,0,5.3,0.011,0,0,0.054,0,0.049,0.065,20.54,3
243254560,0.037,0.011,0.026,0,5,0.01,0,0,0.076,0,0.039,0.053,20.77,3
5314023355,0.1,0.01,0.09,0.01,2.8,0.014,12.8,0.013,0.112,0,0.019,0.004,27.02,3
717348899,0.037,0.01,0.027,0,0,0,0,0,0.112,0,0,0.044,23.71,3
2106473091,0.011,0,0.011,0,0,0,6.2,0.007,0.118,0,0,0.061,21.53,3
83426487,0,0,0,0,0,0,0,0,0.081,0,0,0.034,21.75,3
2933363286,0,0,0,0,0,0,0,0,0.069,0,0,0.027,21.83,3
13555734,0.01,0,0.01,0,0,0,0,0,0,0,0,0,26.04,3
18104223,0,0,0,0,0,0,0,0,0.026,0,0,0.077,25.15,3
367993743,0,0,0,0,2.1,0.025,0,0,0.117,0,0.045,0.072,21.51,3
1017063317,0,0,0,0,3.5,0.041,0,0,0.098,0,0.067,0,21.94,3
75832405,0.03,0,0.03,0,0,0,0,0,0,0,0,0,24.91,3
1457867051,0.021,0,0.021,0,0,0,0,0,0,0,0,0,22.12,3
167160217,0.038,0,0.038,0,0,0,0,0,0,0,0,0,24.14,3
3935446947,0,0,0,0,0,0,0,0,0.028,0,0,0,21.79,3
1506588576,0,0,0,0,0,0,0,0,0,0,0,0,29.34,3
446232732,0.059,0,0.059,0,0,0,0,0,0.187,0,0,0.083,20.03,3
3606437644,0.029,0.01,0.02,0,0,0,0,0,0.14,0.01,0.007,0.015,26.94,3
610347582,0.026,0,0.026,0,0,0,0,0,0.095,0,0,0.09,21.55,3
67909173,0.031,0,0.031,0,0,0,0,0,0,0,0,0,19.42,2
2120461559,0,0,0,0,0,0,0,0,0.075,0,0,0,28.47,3
508246832,0,0,0,0,0,0,0,0,0.028,0,0,0,24.13,3
6248538409,0.009,0,0.009,0,0,0,0,0,0,0,0,0,23.63,3
314186346,0.024,0,0.024,0,34.3,0.073,0,0,0.087,0,0.073,0.022,24.19,3
1349761932,0,0,0,0,0,0,0,0,0.224,0,0,0.068,23.7,3
6562467608,0,0,0,0,0,0,0,0,0.306,0,0,0,28.22,3
2064835824,0.09,0,0.09,0,0,0,0,0,0.027,0,0,0.02,21.93,3
229906708,0.048,0,0.048,0,0,0,0,0,0.029,0,0,0,19.26,2
511721278,0.013,0,0.013,0,1,0.002,0,0,0.091,0,0.002,0.012,24.91,3
8636172,0.132,0,0.106,0.036,3.6,0.015,47.1,0.052,0.098,0,0,0.032,22.08,3
4894289,0.135,0.036,0.114,0.036,34.6,0.066,13.1,0.016,0.086,0,0.017,0.07,23.8,3
77071416,0.111,0,0.111,0,0,0,0,0,0.122,0,0.025,0,25.66,3
98985721,0.154,0.027,0.091,0.088,12,0.032,59.9,0.061,0.15,0,0.041,0.136,23.7,3
276364591,0,0,0,0,0,0,0,0,0.188,0,0,0.063,22.19,3
45955959,0,0,0,0,0,0,0,0,0.116,0,0,0.05,23.73,3
1730092103,0.039,0.005,0.027,0.019,6.7,0.015,10.4,0.012,0.12,0.002,0.016,0.055,23.27,3
1937645785,0.055,0.006,0.038,0.027,9.3,0.02,14.4,0.016,0.169,0.002,0.022,0.079,22.95,3
177953647,0.046,0.018,0.029,0.019,10.7,0.044,13.2,0.014,0.115,0.009,0.051,0.001,26.07,3
444044376,0.063,0.008,0.056,0.006,48.7,0.088,12.8,0.018,0.222,0.004,0.088,0.106,22.19,3
2860620860,0.054,0.007,0.032,0.022,21.9,0.043,18,0.02,0.233,0,0.042,0.107,21.05,3
1263765120,0.003,0,0.003,0,2.2,0.005,1.4,0.002,0.346,0,0.005,0.105,19.75,2
628935652,0.136,0.008,0.075,0.067,37.7,0.063,37.6,0.039,0.058,0.005,0.074,0.092,22.64,3
420018796,0.071,0.008,0.048,0.028,0,0,0,0,0.015,0,0,0.01,21.41,3
3783521289,0.066,0.015,0.04,0.023,0,0,0,0,0.004,0,0,0.002,28.66,3
539927739,0.025,0.003,0.021,0,0,0,0,0,0.003,0,0,0,28.54,3
3232129918,0.015,0,0.015,0,0,0,0,0,0.305,0,0,0.101,20.19,3
15785869,0.049,0.006,0.023,0.021,15.1,0.084,48.9,0.051,0.076,0.008,0.001,0.014,32.74,4
3764631820,0.043,0.025,0.03,0.037,5.6,0.029,19.7,0.021,0.113,0.009,0.019,0.006,27.22,3
307040485,0.953,0,0.953,0,0,0,0,0,0,0,0,0.099,33.61,4
18276355846,0.114,0.005,0.091,0.046,58.4,0.074,11.9,0.015,0.1,0,0.054,0.096,24.87,3
263773890,0.165,0,0.036,0.129,0,0,128.9,0.129,0.373,0,0.082,0.095,21.24,3
840048532,0.039,0.006,0.023,0.018,3.2,0.014,5.5,0.006,0.075,0.002,0.007,0.051,21.93,3
1424098567,0.057,0.007,0.05,0.02,25.4,0.046,0,0,0.109,0.002,0.034,0.1,22.19,3
15437896079,0.049,0.008,0.041,0.016,19.1,0.038,1.4,0.002,0.101,0.003,0.025,0.087,22.64,3
991705714,0.086,0,0.06,0.026,3.5,0.025,12.7,0.02,0.282,0,0.025,0.122,21.33,3
7161091738,0,0,0,0,0,0,0,0,0.129,0,0,0.03,26.16,3
1899841728,0.068,0.002,0.053,0.022,,0.039,,0.008,0.057,0,0.023,0.064,25.42,3
1330233829,0.016,0,0.016,0,29.7,0.099,0,0,0.254,0,0.048,0.174,22.74,3
99860669,0.053,0,0.053,0,7.6,0.063,0,0,0.094,0,0,0.083,18.47,2
1805614403,0.014,0,0.014,0,0,0,0,0,0.294,0,0,0.099,20.46,3
1768572166,0.114,0,0.114,0.038,58.1,0.072,14.5,0.018,0.053,0,0.036,0.122,25.01,3
12720487275,0.052,0.007,0.038,0.023,7.9,0.02,9.8,0.011,0.089,0.002,0.015,0.044,22.95,3
10290208740,0.065,0.008,0.047,0.029,9.8,0.025,12,0.014,0.11,0.003,0.019,0.054,22.9,3
12757897756,0.076,0.01,0.055,0.034,11.6,0.029,14,0.016,0.128,0.003,0.022,0.063,22.86,3
9012972044,0.077,0.011,0.056,0.032,13.5,0.034,16.2,0.019,0.146,0.004,0.026,0.073,22.84,3
9385071282,0.085,0.012,0.061,0.035,15.1,0.039,18.1,0.021,0.162,0.005,0.029,0.081,22.82,3
6322086284,0.089,0.013,0.065,0.037,15.9,0.041,19.1,0.022,0.17,0.005,0.031,0.086,22.82,3
3744033374,0.09,0.013,0.065,0.037,16,0.041,19.2,0.022,0.171,0.005,0.031,0.086,22.81,3
1026304789,0.09,0.013,0.065,0.037,16,0.041,19.2,0.022,0.171,0.005,0.031,0.086,22.8,3
8240916528,0.063,0.01,0.054,0.01,0,0,0,0,0.021,0,0,0,22.87,3
920943831,0.121,0.016,0.09,0.068,4.8,0.005,10.1,0.013,0.052,0,0.005,0.085,24.14,3
149731851,0.465,0.108,0.395,0,0,0,0,0,0.116,0.069,0,0.105,31.84,4
342063341,0,0,0,0,0,0,0,0,0.063,0,0,0,16.01,2
885504874,0.053,0.002,0.035,0.021,20.2,0.04,17.6,0.019,0.231,0.003,0.04,0.115,21.47,3
70394598,0,0,0,0,11.4,0.042,21.7,0.023,0.146,0,0.034,0.029,25.8,3
5187486324,0,0,0,0,0,0,0,0,0.307,0,0,0.059,21.72,3
1495796922,0,0,0,0,0,0,0,0,0.176,0,0,0.08,21.45,3
12551080,0.063,0.002,0.056,0.018,31.7,0.067,19,0.026,0.227,0.008,0.065,0.101,27.95,3
218482155,0,0,0,0,0,0,0,0,0.047,0,0,0,15.6,2
1870642232,0.117,0.028,0.097,0.033,29.4,0.096,17.2,0.027,0.124,0.012,0.059,0.074,23.75,3
34671906790,0.084,0.006,0.056,0.041,12.6,0.021,23.2,0.024,0.221,0.002,0.023,0.107,22.29,3
4169656461,0.074,0.014,0.048,0.027,0,0,0,0,0.003,0,0,0.002,29.14,3
1977632990,0.119,0.014,0.084,0.056,0,0,4.4,0.005,0.025,0.008,0,0.044,23.6,3
789096719,0.079,0.01,0.063,0.024,0,0,3.5,0.004,0.013,0,0,0.014,26.57,3
45133409971,0.087,0.006,0.057,0.044,14,0.024,25.1,0.026,0.243,0.002,0.026,0.116,22.05,3
3696194666,0.085,0.006,0.056,0.041,12.3,0.021,22.5,0.023,0.214,0.002,0.022,0.104,22.73,3
41222568,0.399,0,0.136,0.264,0,0,263.6,0.264,0.101,0,0,0.034,18.42,2
78161319,0.074,0,0.074,0,58.4,0.149,15.7,0.033,0.098,0,0.156,0.234,21.21,3
184155941,0.059,0,0.039,0.023,27.5,0.052,23.3,0.026,0.216,0,0.05,0.107,22.62,3
295552198,0.074,0,0.074,0.022,27.3,0.072,24.5,0.043,0.19,0,0.082,0.077,19.53,2
63684526,0,0,0,0,21.7,0.035,0,0,0.325,0,0.035,0.106,19.95,2
1450023786,0.035,0,0.035,0,42.9,0.062,34.2,0.039,0.102,0,0.059,0.037,24.93,3
231524243,0.114,0.009,0.099,0.036,34.7,0.114,32.4,0.034,0.082,0.009,0.115,0.122,23.47,3
577862661,0.048,0,0.048,0,0,0,6.3,0.011,0,0,0,0.005,25.06,3
33376111,0.126,0.021,0.084,0.047,0,0,6.9,0.012,0.005,0,0,0,30.65,4
545106308,0.054,0,0.035,0.028,0,0,29,0.03,0.179,0,0.034,0.103,20.31,3
237449037,0.067,0,0.046,0.033,0,0,31.7,0.032,0.224,0,0.043,0.15,20.54,3
242336534,0.097,0,0.055,0.059,0,0,0,0,0.008,0,0,0.039,21.59,3
793878645,0.08,0.007,0.058,0.029,0,0,0,0,0,0,0,0.025,23.34,3
151483083,0.028,0,0.022,0.006,0,0,18,0.019,0.209,0,0.029,0.074,20.88,3
246681900,0.044,0,0.036,0.007,0,0,27.4,0.029,0.295,0,0.046,0.109,20.69,3
226305062,0.074,0,0.074,0.017,27.9,0.084,28.8,0.046,0.128,0.011,0.059,0.103,20.29,3
161362345,0.082,0,0.03,0.052,0,0,0,0,0.009,0,0,0.039,21.78,3
301516853,0,0,0,0,0,0,0,0,0,0,0,0.025,23.44,3
1341426044,0.077,0.013,0.046,0.044,0,0,0,0,0,0,0,0,26.59,3
27228592,0,0,0,0,39.1,0.051,0,0,0.133,0,0.123,0.17,20.63,3
638217035,0.028,0,0.028,0,7,0.016,0,0,0.125,0.048,0.047,0,26.96,3
50369021,0.087,0,0.076,0.011,60.3,0.102,9,0.011,0.121,0.009,0.049,0.086,24.52,3
1309452810,0.072,0,0.072,0.015,23.7,0.058,0,0,0.228,0.016,0.026,0.129,24.32,3
793017530,0.04,0,0.029,0.035,0,0,0,0,0.016,0.039,0,0.022,27.73,3
118205567,0.076,0,0.071,0.005,0,0,0,0,0,0,0,0,31,4
104337577,0.033,0,0,0.033,41,0.053,32.6,0.033,0.156,0,0.108,0.054,19.22,2
19769505562,0.094,0.012,0.083,0.036,15.3,0.065,9.2,0.016,0.117,0.006,0.039,0.076,22.43,3
24951627091,0.018,0,0.016,0.002,7.8,0.013,2.6,0.003,0.268,0,0.007,0.118,20.77,3
22241859791,0.108,0.014,0.092,0.043,32.7,0.054,27.1,0.03,0.099,0.005,0.028,0.081,23.87,3
8285275163,0.028,0.001,0.027,0.001,0,0,3.4,0.003,0.017,0.002,0,0.021,24.43,3
7697864952,0.117,0.02,0.075,0.055,0.2,0.001,12.8,0.017,0.013,0.003,0,0.025,26.19,3
215362067,0.042,0,0.009,0.033,0,0,32.7,0.033,0.226,0,0.023,0.084,19.65,2
198219397,0.093,0.03,0.067,0.036,2.2,0.01,3.5,0.004,0.122,0.01,0,0.076,22.67,3
1187002196,0.12,0.014,0.106,0.002,0,0,0,0,0.003,0,0,0.005,29.65,3
462787735,0.102,0.021,0.081,0.014,0,0,0,0,0,0,0,0,28.52,3
89371091,0.071,0,0.071,0,0,0,0,0,0,0,0,0.089,22.71,3
388604494,0.11,0,0.076,0.066,0,0,67.5,0.069,0.225,0,0.014,0.146,25.05,3
199389014,0.611,0.092,0.453,0.433,0,0,0,0,0.056,0,0,0,25.42,3
151171375,0,0,0,0,0,0,0,0,0.072,0,0,0,15.73,2
1162119907,0.967,0,0.967,0,0,0,0,0,0,0,0,0,32.5,4
454128822,0.027,0,0.027,0,0,0,3.9,0.006,0.034,0,0,0.067,22.31,3
623613345,0.042,0.021,0.031,0.014,3.3,0.037,5.4,0.006,0.128,0.029,0.07,0.02,25.59,3
956597223,0.105,0,0.059,0.046,8.5,0.011,61.4,0.065,0.234,0,0.011,0.08,20.5,3
2098125588,0,0,0,0,0,0,0,0,0.169,0,0.019,0.042,19.75,2
616084805,0,0,0,0,0,0,0,0,0.156,0,0,0.091,22.03,3
66129927,0.094,0.024,0.07,0.024,0,0,0,0,0.027,0,0,0.028,22.5,3
1274178987,0.105,0,0.056,0.05,0,0,0,0,0,0,0,0.012,28.01,3
1236262377,0.05,0,0.05,0,0,0,0,0,0.039,0,0,0,24.89,3
8265480364,0.064,0,0.064,0,0,0,0,0,0.142,0,0,0.098,20.3,3
77640735,0.028,0,0.028,0,0,0,0,0,0.054,0,0,0.041,21.38,3
2204972951,0.008,0,0.008,0,0,0,0,0,0,0,0,0,24.34,3
1171109645,0,0,0,0,0,0,0,0,0,0,0,0,26.54,3
355575677,0.223,0.024,0.153,0.22,0,0,0,0,0.198,0.031,0,0.031,29.37,3
155808984,0.028,0.003,0.013,0.015,0,0,7.1,0.007,0.335,0,0.005,0.123,19.75,2
69629788,0.018,0,0.018,0,0,0,0,0,0,0,0,0,27.98,3
460003835,0.254,0,0.254,0,4.6,0.019,0,0,0.175,0,0,0.204,23.39,3
165660265,0.18,0.025,0.135,0.061,24.3,0.035,0,0,0.142,0.004,0.047,0.057,22.88,3
182424915,0.01,0,0.01,0,0,0,0,0,0.324,0,0,0.088,19.61,2
887713994,0.028,0,0.028,0,1,0.005,13.7,0.021,0.212,0,0,0.046,19.77,2
662005803,0.036,0.018,0.018,0.018,0,0,0,0,0.049,0,0,0,23.17,3
144314892,0.017,0.017,0,0.017,0,0,0,0,0,0,0,0,21.13,3
594727364,0.035,0,0.035,0,0,0,0,0,0,0,0,0.014,28.14,3
2973770,0.051,0.051,0.027,0.024,36.3,0.039,0,0,0.001,0,0.039,0.049,27.56,3
326118882,0.044,0,0.044,0,0,0,0,0,0.073,0,0,0.088,21.91,3
1776412032,0.068,0,0.068,0.014,4.7,0.02,0,0,0.256,0,0.018,0.127,21.68,3
361987224,0.241,0,0.231,0.031,5.3,0.012,0,0,0.162,0,0.035,0.015,21.51,3
707975712,0.069,0,0.057,0.027,4.8,0.015,0,0,0.158,0,0.022,0.06,22.77,3
619070752,0.11,0.02,0.09,0,9.3,0.083,33.1,0.037,0.097,0,0.03,0.081,21.09,3
919420117,0.059,0,0.059,0,0,0,0,0,0.016,0,0,0.037,21.48,3
24378554,0.092,0,0.092,0.016,33.7,0.06,0,0,0.073,0,0.028,0.013,27.75,3
352729029,0.109,0,0.082,0.063,7.9,0.032,0,0,0.048,0,0,0.014,29.5,3
81701150,0.108,0,0.083,0.025,0,0,0,0,0.019,0,0,0.013,30.22,4
176785042,0.083,0,0.073,0.035,0,0,0,0,0.022,0,0,0.015,29.47,3
21190331,0.09,0.015,0.059,0.041,29.3,0.044,16.6,0.017,0.245,0,0.046,0.133,22.15,3
378870346,0.022,0,0.022,0,4.1,0.033,10.2,0.011,0.156,0,0,0,25.26,3
135209157,0.058,0,0.058,0,26.5,0.06,0,0,0.192,0,0.024,0.075,23.13,3
1561351743,0.001,0,0.001,0,3.9,0.006,0,0,0.316,0,0,0.119,22.17,3
2901062986,0.054,0.012,0.04,0.008,21.4,0.032,7.1,0.007,0.219,0,0.035,0.112,22.88,3
718697449,0.074,0.006,0.051,0.035,,0.032,,0.021,0.244,0.001,0.03,0.118,21.97,3
243993370,0.044,0,0.044,0,24.7,0.065,0,0,0.13,0,0.031,0.041,22.19,3
58192299,0.037,0,0.037,0.021,32.5,0.051,11.7,0.012,0.25,0,0.033,0.155,21.83,3
31332836,0.015,0,0.015,0,0,0,0,0,0,0,0,0.011,27.02,3
405969787,0.019,0,0.019,0,0,0,0,0,0,0,0,0,27.96,3
1502809166,0.022,0,0.017,0.008,0,0,0,0,0.163,0,0,0.047,21.19,3
102689712,0.043,0.027,0.037,0.035,0.9,0.007,0,0,0.097,0.011,0.006,0.008,25.29,3
1192293733,0,0,0,0,4.2,0.033,0,0,0.126,0,0.009,0,24.32,3
6103015465,0,0,0,0,0,0,0,0,0.17,0,0,0.074,19.3,2
130315998,0.094,0.005,0.078,0.065,0,0,0,0,0.266,0.003,0,0.019,24.49,3
521877683,0.051,0,0.018,0.033,0,0,0,0,0.149,0.006,0,0.029,28.25,3
349918458,0.034,0.005,0.026,0.02,14.9,0.032,7.4,0.009,0.159,0.002,0.022,0.082,22.52,3
955891418,0.036,0,0.036,0,7.7,0.056,0,0,0.113,0,0.026,0.176,21.23,3
336368885,0,0,0,0,0,0,0,0,0.004,0,0,0.01,22.39,3
1122956307,0.062,0.009,0.056,0.021,34.8,0.1,19.6,0.029,0.162,0.009,0.054,0.076,21.16,3
222833386,0.055,0.027,0,0.055,0,0,0,0,0,0,0,0.054,20.74,3
2711670737,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0.02,26.49,3
5803300167,0.03,0.003,0.022,0.017,16.7,0.027,3.4,0.004,0.253,0.001,0.026,0.111,21.83,3
713755857,0.009,0.001,0.008,0.002,0,0,0,0,0.318,0.001,0,0.101,20.88,3
1845858227,0.077,0.008,0.05,0.057,45.8,0.076,12.5,0.015,0.072,0.002,0.075,0.119,23.67,3
467924269,0.058,0.007,0.032,0.049,0,0,4.9,0.006,0.045,0.004,0,0.056,23.46,3
123170416,0.086,0,0.06,0.043,31.6,0.101,0,0,0.088,0,0.101,0.029,20.32,3
384881486,0.136,0.021,0.136,0.047,17.3,0.062,31.3,0.033,0.027,0,0.029,0.089,23.9,3
94551234,0.122,0.036,0.052,0.07,0,0,0,0,0,0,0,0.023,24.56,3
64319671,0.093,0.063,0.063,0.063,0,0,25.4,0.044,0,0,0,0,26.74,3
69455480,0.191,0.005,0.16,0.087,0,0,0,0,0.043,0,0,0,22.15,3
458049791,0.025,0,0.025,0,0,0,0,0,0.139,0,0.024,0.08,21.51,3
133071472,0.122,0,0.075,0.047,0,0,29.4,0.029,0.185,0,0.053,0.105,22.2,3
209808726,0.047,0,0.041,0.006,0,0,0,0,0,0,0,0,27.2,3
448018042,0,0,0,0,5.3,0.012,0,0,0.338,0,0,0.105,20.07,3
608490848,0.101,0.026,0.088,0.046,59.9,0.172,2.2,0.004,0.156,0.024,0.096,0.061,23.38,3
527909471,0.112,0,0.112,0.048,21.1,0.061,0,0,0.232,0,0.049,0.136,21.76,3
5295251952,0.104,0.014,0.089,0.014,0,0,0,0,0.032,0,0,0.009,22.3,3
395063447,0.059,0,0.059,0,0,0,0,0,0,0,0,0,28.48,3
2933754396,0.135,0.019,0.111,0.076,0,0,19.3,0.026,0.024,0,0,0.015,24.94,3
30351172,0.029,0,0.029,0.029,0,0,0,0,0.061,0,0,0.059,24,3
129124276,0.03,0,0.03,0,11.1,0.025,0,0,0.15,0,0.025,0.154,22.93,3
364945021,0.926,0,0.926,0.023,0,0,0,0,0,0,0,0,29.46,3
16142823,0.044,0,0.044,0,0,0,0,0,0.009,0,0,0.021,21.99,3
20331310,0,0,0,0,0,0,0,0,0.1,0,0,0.072,20.87,3
73426383,0.081,0.035,0.049,0.02,0,0,0,0,0.226,0.021,0,0.134,25.47,3
1994360532,0.061,0.031,0.033,0.042,6.7,0.034,17.9,0.019,0.13,0.02,0.003,0.014,26.68,3
50313682,0.062,0.007,0.042,0.026,47.5,0.075,16.8,0.027,0.23,0,0.068,0.07,24.8,3
339771996,0.061,0.017,0.04,0.031,29,0.087,14.2,0.02,0.157,0.006,0.066,0.087,24.7,3
248131887,0.123,0.053,0.056,0.101,0,0,3.5,0.005,0.008,0.01,0,0,26.2,3
13230640632,0.065,0.012,0.046,0.027,38.8,0.111,15,0.024,0.178,0,0.095,0.12,23.84,3
106948806,0.752,0.003,0.748,0.007,0,0,0,0,0,0,0,0.024,33.01,4
4856608880,0,0,0,0,0,0,29.9,0.03,0.038,0.016,0,0.056,22.45,3
2012510228,0,0,0,0,0,0,0,0,0,0,0,0,32.03,4
77756900,0.112,0.03,0.072,0.039,13.2,0.031,39.4,0.039,0.099,0,0,0.075,23.12,3
39976818,0.037,0,0.037,0,55.5,0.083,0,0,0.195,0,0.034,0.108,23.04,3
73313667,0.121,0.024,0.086,0.059,42,0.092,22.2,0.022,0.113,0,0.062,0.126,22.86,3
371341587,0.073,0.012,0.044,0.035,7.7,0.01,20.3,0.02,0.305,0,0.039,0.129,20.36,3
166416363,0.081,0,0.048,0.034,0,0,33.7,0.034,0.008,0.006,0,0.014,24.54,3
179447666,0,0,0,0,0,0,0,0,0,0,0,0.101,22.97,3
1049289613,0,0,0,0,0,0,0,0,0.05,0,0,0.086,22.28,3
117561225,0.077,0,0.077,0,0,0,0,0,0.053,0,0,0.158,23.05,3
1150193285,0.123,0,0.031,0.092,30.6,0.105,108.1,0.109,0.073,0.01,0.015,0.088,23.41,3
120483978,0.859,0.044,0.775,0.121,0,0,0,0,0.068,0,0,0.031,30.28,4
878280068,0.693,0.142,0.496,0.488,0,0,0,0,0.071,0,0,0,25.31,3
1903883056,0,0,0,0,0,0,0,0,0.032,0,0,0,15.19,2
234263880,0,0,0,0,0,0,0,0,0,0,0,0,15.33,2
7957432448,0,0,0,0,0,0,0,0,0.039,0,0,0,16.21,2
36657186,0,0,0,0,8.4,0.037,0,0,0.037,0,0,0.198,21.61,3
178016678,0.032,0,0.032,0,6.7,0.03,0,0,0.034,0,0,0.15,21.92,3
39000060,0.019,0,0.019,0,0,0,0,0,0,0,0,0,23.09,3
2284950880,0.044,0,0.044,0,0,0,0,0,0,0,0,0,25.17,3
841041497,0.012,0,0.012,0,0,0,0,0,0.015,0,0,0.009,23.4,3
1219960659,0.046,0.004,0.038,0.021,15.1,0.027,8.3,0.01,0.115,0.006,0.025,0.058,23.15,3
13722665034,0.055,0.002,0.033,0.021,20.9,0.029,0,0,0.217,0,0.036,0.076,22.07,3
4478142127,0.056,0,0.038,0.024,18,0.02,0,0,0.209,0.003,0.032,0.074,21.76,3
270275544,0.004,0,0.004,0,7.2,0.017,1.7,0.002,0.333,0,0.017,0.074,20.84,3
174166605,0.131,0,0.083,0.063,29,0.035,18.7,0.019,0.074,0.004,0.064,0.056,23.17,3
42013309242,0.144,0.02,0.124,0.06,36.2,0.063,19.7,0.021,0.146,0,0.074,0.154,22.27,3
2115423424,0.17,0,0.144,0.064,51,0.087,0,0,0.129,0.009,0.066,0.163,24.25,3
731608565,0.038,0.017,0.03,0.022,0,0,0,0,0.127,0,0.006,0,24.47,3
50655241,0.025,0,0.012,0.013,19.4,0.09,13.4,0.014,0.038,0,0.015,0,25.18,3
526973974,0.132,0.02,0.093,0.019,32.6,0.077,12.8,0.025,0.228,0,0.066,0.118,21.93,3
460199598,0.069,0,0.037,0.034,18.8,0.028,12.7,0.013,0.244,0.006,0.041,0.101,22.03,3
5278408233,0,0,0,0,5.1,0.012,0,0,0.342,0,0.012,0.143,20.81,3
1263842498,0,0,0,0,0,0,0,0,0.303,0,0,0.124,20.78,3
